,tweet,labels
3937,siapa tujuan yang ikhlas pasti kita tetap dukung,1
20687,sekecil apapun kebaikan yang kita lakukan tak kan pernah sia sia kebaikan akan berbalas kebaikan ,1
16185,aku cuma acah acah happy je depan kawan padahal life aku sunyi sepi tinggal cengkerik je bunyi ,-1
2012,menyesal,-1
15536,sedih la yang pasal kucing dobi tu aku kalau dapat mamat tu memang aku kerat 14,-1
9856,"tempat dengan berbagai pilihan menu . berdua , sekeluarga , maupun rombongan cocok dengan tempat ini . suasana yang nyaman . makanan yang banyak varian dan sudah terkenal di bandung . jajanan pasar pun tersedia .",1
20689,terasa penat setelah berjalan jauh jangan khawatir guys kamu akan segar kembali begitu menyentuh air dari giwe marah ,-1
10079,"terletak di kawasan bandung utara , bangunan klasik hotel ini sangat menarik untuk kumpul-kumpul dengan keluarga maupun teman . ada kolam renang di belakang , lumayan besar . taman di bagian belakang juga cukup luas .",1
4894,jokowi tidak suka sebar isu bohong,1
22578,lagi enjoy baca cerita if we can relate with or make us understand other people's troubles daripada ,1
8541,"wow tempat nya keren banget , bersih dan bagus sekali . banyak pilihan menu yang di sajikan di tempat ini ada bebek goreng , ayam goreng dan menu khas bali pun juga ada di tempat ini yang terkenal dengan sate ikan , lawar bali dan soup ikan nya . dan tidak ketinggalan sambel malah nya .",1
17345,saat aku seperti kehilangan diri sendiri berorganisasi tak membuat ku merasa lebih baik bercengkramapun tak membu ,-1
14813,srs ah aku tgk aduhhhh mcm sakit nye ya tuhan ,-1
9130,pergi untuk makan siang bersama 6 keluarga yang terdiri dari orang dewasa dan anak anak . kami mendapatkan saung yang jauh di atas . kebayang dong jalan ke atas yang sangat melelahkan . tempat nya memang bagus tapi lokasi saung yang sangat jauh dan melelahkan menuju ke atas . saran saya kalau mau ke situ jangan pas makan siang karena pasti penuh . harga makanan lumayan misil . tapi pemandangan nya bagus sekali .,1
18499,voice dan signal really recommended,1
19452,apa bodohlah record masa mandi nonton bokeponline gt ,-1
13644,dosen2 macam bu lilis ini nih yg bikin aku tambah pengen jadi orang hukum,1
18587,sebelum berganti hari selamat ulang tahun my dearest friend wkwkwk otutttttttttemangat terus yaaaaa dan ,1
3989,"tadinya saya mau kasih 5 bintang , buat kualitas makanan , harga sama tempat , tapi , geram ! pelayan dan pelayan nya 2 x saya kena seperti tidak mau - tidak mauan , ditanya baik-baik kami bisa duduk di mana , umum nya pelayan yang bertanya duluan buat berapa orang jawaban nya coba ke bawah saja bu turunlah saya ke bawah , ditemukan lagi dengan pelayan nya saya tanya lagi , saya bisa duduk di mana , terus jawaban nya tidak memuaskan .",-1
19873,pernah ada rasa cinta antara kita kini tinggal kenangan ,-1
8706,"sate legendaris di bandung , daging kambing nya empuk , dicampur dengan kuah gule dan acar , rasanya ingin menambah terus nasi",1
2310,"lelah dalam perjalanana yang lumayan jauh dari kota bandung terbayar dengan suasana dan lezatnta hidangan , disempurnakan dengan pelayanan yang ramah serta cepat dari pramusaji . jangan lupa pilih desert buah stroberi segar di hidangkan dengan susu coklat , anda akanketagihan . nasi liwet komplet sebagai menu utama layak anda coba . harga bersahabat dibandingkan dengan restauran sejenis di bandung .",1
4769,tempat nya strategis . porsi nya banyak dan enak . saya sudah beberapa kali ke sana . namun kesan terakhir saya tinggal 3 januari pas makan malam . memang ramai . dan sedikit dibentak oleh pelayan yang sedang berjaga di pintu . karena saya meminta daftar tunggu di meja yang merokok area tapi sedang penuh . yaahh saya langsung pergi saja . kecewa .,-1
22438,jatuh air mata bila tgk gambar bff kita dulu happy2 dgn kawan baru terima kasih sbb dulu pernah jadi sahabat terbaik aku ,-1
7260,amit-amit panas memang otak gue serendah otak lo . yang pasti panas lo kutil babi cebong ahoker junjungan nya menyungseb di penjara alhamdulillah !,-1
22206,jikaaku masih sayang tapi dianya tidak bagaimana aku tidak punya ice cream tapiakan aku cari agar kamu membaik ,-1
10438,"tempat minum kopi dekat itb , vietnamese kopi - nya enak , harga nya relatif sedang , cocok untuk berkontemplasi sembari mengerjakan tesis",1
7162,"banyak pilihan makanan , mulai dari makanan indonesia , jajanan indonesia , hingga makanan barat . menarik nya saya menemukan makanan kue bola obi di sini , kue bola terbuat dari ubi dibentuk seperti bola macam tahu bulat .",1
10209,semua yang diomongin sama pak rocky itu tidak berdasar . heran ya kok bisa jadi professor .,-1
19579,dihhhh ms lanjut masa bodoh gw bilang lo mw ngomong apapun ttep sombo ,-1
920,"tempat ini sedikit berbeda dengan yang ada di bandung saat ini . di tempat ini pengunjung bisa menikmati alam , restoran , kedai makan , area bermain anak serta penginapan . dengan lokasi nya di atas gunung , tempat ini sangat menyegarkan dan pada malam hari tempat ini cukup dingin . untuk menuju tempat ini pengunjung nanti akan dimenyediakan kendaraan wara-wiri dari parkiran sampai ke lobby .",1
2023,"pemandangan yang indah saat menyantap makanan bersama teman di sini tempat nya . ada live music nya juga . cocok buat pasangan dan keluarga , pelayanan yang baik dan juga makanan yang enak . kapan-kapan kita akan kembali lagi .",1
10937,"kegiatan pekerjaan di danau aku menjaga sampan permainan lainnya ! dusun bambu tempat wisata paling endah untuk keluarga juga teman-teman , bagus untuk selfie-selfie juga makan-makan dengan makanan khas sunda !",1
1224,"ada banyak warung nasi ampera , terutama di daerah asal nya bandung . paling tidak terdapat sembilan lokasi : jalan soekarno hatta , dalem kaum , phh mustofa , pajajaran , otto iskandardinata , arcamanik , cileunyi , trunojoyo dan king s food center , jalan kepatihan . restoran yang mengusung konsep warung ini juga menerima pesanan berupa nasi dus , nasi bungkus dan katering melalui telepon yang tersedia 24 jam . makanan nya enak .",1
5834,"ayam goreng dan pepes yang enak , serta sambal hejo yang legendaris , rasanya asam asam dan tidak terlalu pedas . jangan datang terlalu malam karena anda bisa saja kehabisan",1
2793,tempat nya nyaman bersih juga makan juga enak pelayanpun sigap ketika kita meminta bantuan kebanyakan makanan yang di tawarkan makanan barat dan tidak akan salah ketika anda mencoba letak di daerah jalan cemara belakang cipaganti daerah setelah bank mandiri .,1
13493,sedap juga makan bende rebus ikan dengan nasi putihh aku penuh kesabaran tgk mak abh makan sambal sotong,1
1678,baso malang karapitan termasuk bakso fav saya namun selalu saja pelayanan dan kwalitas baso malang karapitan ciwalk ini di bawah standar dari kwalitas yang ada favorit saya mi ayam rica2 bakso urat dan stroberi segar juice namun lagi lagi kualitas nya membuat saya kecewa ayam-ayam rica2 nya sedikit saja dan rasa stroberi pun bukan segar tapi manis gula legit karena kebanyakan gula nya . lagi lagi kecewa,-1
3671,"saya suka nya produk dalam negri , cinta indonesia soalnyah !",1
18124,bersikap jujur atas ketidakmampuan mengatasi keadaan amp dengan rendah hati meminta pertolongan pada pihak ,1
10636,"saya tidak tahu kalau sudah tugas buanyakk begini , jenuh itu sama semua yang ada",-1
17619,katanya dia pengkhianat nah pengkhianat darimananya ituu aku gangertii,-1
5256,"kita cuma mau makan ke sini , tap harga nya terlalu mahal , padahal makanan yang dijualkan makan indonesia umum nya . mohon dipertimbangkan harga jangan terlalu mahal . padahal jajanan lain di bandung kan banyak ! banyak pilihanlah untuk menikmati makanan sejenis yang murah . nasi goreng saja mahal banget banget ! kesal .",-1
2557,bayar transaksi di tokopedia apa pakai bcaklikpay sering hang / freeze di layar masuk dan layar pengisian tp . handphone saya yang bermasalah atau bcaklikpay nya atau apa tokopedia ?,-1
17836,kadang kamu memilih tuk sendiri karena lebih baik persiapkan diri tuk pantas dicintai ketika dia yg tepat menghampiri ,-1
15295,aku gabisa ngebacot ,-1
2743,"bagi orang bandung , queen adalah sinonim dengan orang cina makanan di bandung . sering digunakan untuk berbagai acara pesta . kalau keluarga kami selalu memesan hotpot nya yang bernama juanlo . bagi yang pertama datang jangan lupa untuk memesan sate shanghai , dan kepiting chingkong . restoran nya sendiri berwarna merah , dan benar-benar suasana tahun 70 an .",1
11727,semua makanan ada ! ya ya ya . saya sangat menyukai tempat ini . makanan nya banyak . tinggal pilih dan tempat duduknyaa pun ditempatkan dengan bagus . pemandangan di area sekitar situ pun sangat bagus . benar benar nyaman,1
4374,bagus makanan dengan bagus tempat . tempat nya nyaman dengan pelayan terbaik . bapak tian memberikan terbaik pelayanan kepada kami . terima kasih 18th luxury . rekomendasi,1
2495,"saya adalah penggemar steak namun ketika saya makan di abuba , ternyata rasanya jauh dari yang pernah dibayangkan bahkan sauce - nya sangat tidak enak seperti sauce abc biasa kata nya barbeque kemudian tidak ada lagi pilihan sauce yang lain . !!! tak mau lagi ke sini",-1
2800,kelebihan bandung adalah bertebaran nya kafe tematik dengan harga terjangkau . salah satu nya tempat ini . menyediakan berbagai tempat duduk yang berbeda pemandangan dan pengaturan nya di bulan bulan tertentu akan kita dengar suara merdu derik serangga menjelang musim kawin . sangat syahdu . makan andan minuman disediakan dengan menarik dengan rasa yang cukup enak . sangat direkomendasikan untuk bersantai dan hang out,1
22232,musuh jokowi akan tetap serang jokowi siapapun cawapresnya dan akan tetap dukung siapapun lawan jokowi kalo gak m ,-1
17680,ayooo buat kamu yang mau dukung langsung kontestan favoritmu buruannn datang ke teater garuda tmii amp hubungi nomor tele ,1
7154,"semua orang berpakaian seperti orang arab , bendera dituliskan tulisan arab , adat istiadat arab , kenapa tidak pada pindah arab saja ya ? tidak usah di sini lagi",-1
20765,kamu paling gk suka kalau orangtua kamu lagi ,-1
4506,"saya organisir acara ulang tahun mertua ke 86 , perayaan dengan 1 hari trip to bandung dari jakarta dalam rombongan sebesar 53 orang dengan stop pertama di rumah stroberi untuk tea / kopi break dengan menu penganan poffertjes , tahu isi dan ragout ayam . reservasi kami lakukan beberapa hari sebelumnya dengan uang muka , dan sejak 1 / 2 jam sebelumnya saat mendekat kami sudah info kedatangan kami . pelayanan baik dan memuaskan .",1
2590,"ke sini diajak bestir yang lagi sama sama galau hahaha tetapi waktu mencoba makanan penutup di sini enak banget , jadi merupakan perasaan galau , tempat nya juga nyaman banget padahal tempat nya tidak begitu gede , tapi enak banget buat ngobrol ngobrol santai , harga nya juga setimpal bangetlah . sayang nya bingsu di sini kadang ada kadang tidak padahal bangsa nya enak .",1
17980,ehh tak faham la spesis macam kau ni pung pang pung pang cakap kena sound dengan big boss pasal kerja aku pastu ,-1
21821,dan ingatlah juga tatkala tuhanmu memaklumkanesungguhnya jika kamu bersyukur pasti kami akan menambah nikmat kepa ,1
23133,darurat corona bohong bohong vaksin nya belumselesai ya,-1
21579,11 pendukung yg dlm postingannya selalu membawa nama allah ayat qur an dan berlagak paling islam dan tanpa do ,-1
25,"respon agak lama , sama sayang nya rem nya bukan asli , masih rom distrobitor",-1
16705,dapat lecturer perangai annoying nak mati kecik besar kecik besar je aku tengok ijooooo,-1
1108,saya sih cinta banget produk indonesia .,1
7691,"tempat ini sangat keren . dari mulai desain interior nya yang nyaman dan menyenangkan , sampai ke makanan nya yang enak juga penyajian nya unik dan menarik . saya sering memesan skewer di sini , rasanya enak sekali , ditambah 3 jenis saus nya yang enak sekali . yummy !, penyajian nya pun sangat menarik . saya suka sekali menikmati makananan dan suasana di sini . pelayan nya pun semua baik dan sopan . silakan mencoba dan merasakan nya .",1
11067,"ayam goreng nya nikmat , bumbu nya meresap sampai ke tulang . ayam bakar nya juga enak , walaupun saya lebih suka ayam goreng nya . disediakan sambal gratis sebagai teman makan ayam . menu lain yang patut dicoba : pepes jamur dan karedok .",1
21756,mahal kita hihihihi shubra shubra,1
13790,aku akan menunjukkan bahwa memilih bertarung dengan fairy tail adalah sebuah kesalahan natsu dragneel fairytail,-1
6825,gue iri nan dengki gituloh menyaksikan dua insan memadu kasih,-1
15695,ok nder 3 bulan waktu yg cukup buat jd lebih cantik aku jg malah ketemu doi 1 stgh taun lagi hehe udah ,1
10662,"m . aan mansyur - cinta yang marah , suka banget sama desain dan layout buku nya . terdengar dan terlihat seperti kumpulan puisi yang hanya bertemakan romansa cinta . tapi sesungguhnya kata aku dan kau bisa ditujukan ke subjek maupun objek lain , reformasi contoh nya .",1
6601,"saat datang buah nya lagi pada habis , tapi sempat main outdoor nya dan minum jus juga . saya suka yang milk stroberi . tempat main nya juga seru .",1
11100,makanan nya mahal rasanya juga tidak enak,-1
6322,"mi masak di sini benar-benar enak . porsi nya juga gede , cukup bikin kenyang seharian . mi masak berupa mi lebar dengan kuah berwarna keruh tapi soal rasa juara dunia deh",1
9253,"sudah sampai bandung , harus coba mi naripan . mie nya cukup khas . yamien nya bisa disajikan asin ataupun manis . bakso nya juga enak . dengan fasilitas dan pelayanan yang ada . harga nya termasuk sangat tinggi . tetap jika ke bandung , harus cb mi naripan .",1
8840,jokowi dekat ulama,1
9901,terkuat,1
5630,"berada di tepi jalan raya setiabudhi bandung , membuat tempat ini sebenarnya sangat strategis dan mudah ditemukan , kalau saja ukuran nya agak lebih luas sedikit , karena ternyata tempat nya tidak terlalu besar , dan tempat parkir nya juga hanya muat 2 mobil . serabi nya : enak sekali . empuk dan ukuran nya lebih besar dari surabi yang dijual di pasar . ditambah dengan topping yang ditawarkan , makin terasa nikmat nya !",1
5751,"rasa lomie nya enak banget . walaupun parkir ke sana susah tetapi puas . harga perporsi 45 ribu , kalau mau hemat pesan teh tawar minum nya karena gratis . es lemon tea 22 ribu .",1
6442,"awal masuk resto ini agak kurang meyakinkan karena tidak ada staf yang menunggu di bawah , awal nya kami pikir tutup , ternyata harus naik tangga ke atas dulu . makanan lumayan enak , tapi tergolong mahal untuk layanan yang biasa saja .",1
6311,"tergantung komitmen nya kelak bagaimana , yang membedakan itu demiz sudah mengikatkan diri nya pada demokrat , wajar pas jadi awkward , harap-harap cemas .",-1
8087,saya katakan sekali kepada pemerintah . pki itu ada ! anggota nya semua itu lagi sembunyi di partai-partai tersebar di indonesia . kalian buta !?,-1
21899,kamu jangan mancing aku marah dari kemarin aku gak ada marah2 ke kamu loh,-1
20960,dukung dan jaga terus mereka untuk masa depan bukan untuk mencaciemangat boys respect untuk kalian yg habi ,1
9584,"saya dan suami datang ke outlet di jalan dipati ukur pada hari minggu . dan antrian nya mengular panjang , mungkin karena hari itu adalah hari libur dan jam makan siang , sehingga antrian nya panjang . akhirnya saya dan suami bagi tugas , saya antre di kasir dan suami mencari tempat duduk . soal nya jika tidak mencari tempat duduk duluan , bisa-bisa kami harus antre lagi . tapi sangat worth it karena memang saya menunggu-nunggu untuk datang ke tempat ini dan sejauh ini selalu berkesan .",1
6204,"terletak di jalan . kol . masturi km 11 , tempat ini biarpun jauh dari kota bandung sangat layak untuk dikunjungi . semilir angin gunung , area resto yang anda pilih , dan angklung show nya adalah hal yang sangat disyukuri untuk dinikmati . ada 4 area resto yang bisa anda ku njungi , kafetaria area , yang bisa anda datangi dengan menukarkan uang tunai dengan uang monopoli .",1
973,kami menginap di hotel trans dan coba the 18th resto trans . di sana menawarkan makan siang dan malam dengan pemandangan kota bandung yang indah . makanan yang ditawarkan kebanyakan westren makanan dan sedikit indonesia makanan . untuk minum ada wine dan minuman keras lainnya . kalau mau mencoba lebih indah pada malam hari dengan suasana remang-remang yang romantis dengan pemandangan lampu-lampu yang indah .,1
17667,ketika orang lain menilai mereka menilai apa yang mereka lihat dan pikirkan ketika mereka berpikir diriku buruk maka burukl ,-1
8041,"tempat nya nyaman . banyak mahasiswa yang nongkrong sambil belajar dan makan tentunya di kafe ini . memang nyaman banget buat diskusi atau mengerjakan tugas bahkan untuk sekadar baca novel . menu favorit ku di cabe rawit ini udang kremes . aku suka banget . udang nya yang masih segar dilumuri kremes telur top banget . apalagi dimakan nya dengan sambal lencon khas kafe ini , wah sedap . :",1
22900,Banyak banyaklah bertaubat Kita doakan saudara saudara yg terkena musibah diberikan kekuatan dan bisa melewati per ,1
9793,restoran ini salah satu kegemaran keluarga saya . tempat nya asri . makanan nya pun enak . yang paling saya suka ikan dori nya . pizza nya biasa saja .,1
5285,indosat ini memang hobi nya bikin saya marah ya,-1
8391,tidak positif,-1
10822,"aku suka jual barang di bukalapak , laris manis",1
5023,"sekarang , islam masih dipolitisir , memakai peci dan jilbab untuk mengambil hati , beda iman namun meramaikan dzikir akbar untuk naik pamor , dan ragam aneh lainnya",-1
8239,saya selalu misi ini tempat ikan mas goreng nya tidak berduri sebanyak biasanya . selalu minta goreng ulang kering dan minta bumbu nya yang enak sambal terasi nya segar sekali ikan mas balita nya sedap kalau mau masakan sunda bagus tempat to go,1
16709,hahahahah aku slalu ngelat ckp bawak bekal pastu kuar ngan zaty hahahahaha,1
6735,"mie kocok merupakan salah satu makanan khas kota bandung , dan salah satu yang terkenal adalah mie kocok kaki sapi pak ade di daerah kebon kawung . biasanya saya datang ke sini siang hari karena masih tersedia mie kocok dengan tambahan daging sapi cincang dan sumsum kaki sapi favorit saya .",1
3068,waktu mengunjungi bandung saya menyempatkan diri untuk menikmati makan malam di warung steak karena lokasi nya tidak jauh dari hotel tempat saya menginap . menu yang saya pesan adalah daging steak terderloin dengan minuman milk shake dan secara umum menurut saya cita rasa makanan nya lumayan enak dan harga nya juga ekonomis .,1
13006,jadi pengen ngmg sepenggal kalimat yg sering jun ucapin di ff itu ayo bertengkar aku gasuka liat kalian rukun ,-1
10387,ini bagaimana cara nya ngatasin jenuh dalam kehidupan,-1
11545,kami warga riau sakit hati dibilang anti pancasila oleh oknum padahal saham terbesar pejuang kemerdekaan bangsa nkri adalah mayoritas umat muslim ayo warga riau laporkan oknum tersebut . ke polda masing-masing,-1
8211,"suasana kampung daun sangat mendukung untuk merasakan nikmat nya makan siang ini , suasana asri , adem dan suara air yang gemercik , serta makanan di sini yang sangat unik terutama saya suka mi tak teh nya , pas nyemek nya / basah nya , serta teh poci yang nikmat",1
7871,"bakso malang lengkap , rasa lumayan enak , harga terjangkau . sangat di padati pengunjung pada saat jam makan siang .",1
12083,"bagi penyuka bapak babi panggang karo , di kota bandung bisa datang ke rm lima serangkai ini . tempat nya cukup luas dibandingkan lapo lainnya yang saya tahu di kota bandung , dan tidak sulit digapai karena terletak di jalan besar . mudah juga untuk parkir , karena bisa parkir tepat di depan / halaman rumah makan ini . hanya saja suasana rumah makan nya cukup sederhana , tapi , rasa memuaskan !",1
14573,jangan anggap aku enggak ngei apa apa hue ommaaaaaaa ,-1
22287,di saat kita sedang bergelak tawa ketika ini budak form 3 sedang berduka sambil skip soalan math yg susah,-1
1419,"rumah makan ini terletak di jalan . abdurahman saleh , tempat nya nyaman dan bersih , menu masakan nya khas sunda banyak pilihan menu nya . rasanya cukup enak dan harga nya juga worth it dengan rasa masakan nya .",1
1834,"ayo bersama-sama jangan nonton lagi acara alay , sampah dan tidak berkualitas .",-1
21216,cinta adalah kepercayaan ,1
18720,mengungkit dan menyedarkan adalah perkara yang berbeza mengungkit bila kau sebut banyak kali sampai orang sakit hati m  ,-1
3477,"banyak orang tertarik dengan menu pencuci mulut di resto ini , tapi kami justru menyukai menu bento - nya . ada banyak pilihan sesuai selera , porsi yang pas bagi saya , tidak terlalu banyak sehingga tidak habis dan enak . harga nya juga tidak terlalu mahal kami suka dengan pelayanan yang prima . juga presentasi cantik dan rapi seperti standar di jepang .",1
10283,"kemarin saya berkesempatan berkunjung ke kota bandung untuk liburan , dan saya mencari lokasi kuliner yang memiliki banyak menu . akhirnya saya berkunjung ke paskal makanan market , woow 1 kata buat tempat ini keren di pasal makanan pasar ini banyak sekali menu makanan yang disediakan tinggal pilih deh mau makan apa . suasana serta penataan yang bagus membuat betah berlama-lama di tempat ini .",1
23332,gratiskan vaksin covid gantirugi bereaksi negatif,-1
9214,depresi,-1
23835,golongan penerima vaksin november pemerintah mendistribusikan vaksin covid masyarakat komite penanganan covid pemulihan ekonomi nasional menetapkan kelompok masyarakat prioritas penerima vaksin,1
9394,"resto nya bagus dan besar . waktu ke sini saat makan siang dan hari minggu ramai sekali pengunjung . makanan nya enak enak , gurame goreng dan sambal nya mantap .",1
2994,"restoran dengan desain yang bagus , pemandangan lereng yang menyejukan mata , ditambah dengan pelayanan yang sangat ramah dan menu menu makanan serta minuman yang beragam dengan rasa yang pas dan enak , baik makanan barat ataupun tradisional nya . satu poin tambahan bagi para guest yang menginap di padma hotel bandung .",1
6681,"dari sekian banyak merek batagor di bandung , hanya kingsley yang tidak pernah mengecewakan lidah kami selama bertahun-tahun . akhirnya baru kami ketahui bahwa kualitas batagor mereka ditentukan oleh bahan yang terjaga kesegaran nya , baik tahu maupun ikan tenggiri segar . tidak ada tambahan yang kami sering rasakan di batagor yang lain , seperti daun bawang atau sagu yang terlalu berlebihan .",1
12937,ni mesti jenis melayan ni dah layan lelaki ni lepas tu layan lelaki lain pulak lepas tu play victim kata tak in r ,-1
2549,layanan cancel hotel di sangat mengecewakan,-1
18876,pssi harus berbenah dari mulai struktur liga 3 sampe 1 kalo bisa jgn ada kekerasan kita sebagai supporter i ,-1
7172,hanya ada indomie goreng yang bisa membuat ku jatuh hati,1
22548,terkadang meski tahu bahwa kamu bisa hidup tanpa dia yg kamu cinta kamu terus meyakinkan dirimu bahwa kamu tak menginginkan hal itu ,-1
5851,babi panggang karo . uih sedap . masakan nya bapak paling enak di bandung . kalau suasana nya diperbaiki jadi tambah enak makan nya . jenis masakan nya sudah cukup variatif .,1
23557,vaksin corona tes politisi selamat vaksinnya aman negara nya aman monika wisniewska,1
23376,percaya virus covid percaya covid segampang manusia mati utamanya jualan vaksin,-1
11841,"restoran yang menyediakan menu makanan khas jawa barat . sebetulnya rasa standard seperti layaknya restoran sunda lainnya , yang unik disajikan di piring kaleng zaman dahulu dan harga murah sekali .",1
11756,"resto yang bernuansa nyaman dan dapat melihat pemandangan kota bandung yang indah khusu nya di petang atau malam hari . suasana yang romantis jika bersama pasangan anda , maupun penuh kehangatan bersama keluarga anda .",1
2434,makanan nya endeus . suasana nya benar-benar nyaman sekali . nasi tutug nya enak sekali . karedok nya mantap,1
5575,fahri memang menyebalkan dan fz lebih lagi .,-1
23583,pakar vaksin covid kepastian desember tersedia luas pakar pengin,1
6578,"beberapa kali mengunjungi tempat ini , saya selalu puas dengan layanan yang didapat . tak hanya makanan yang disajikan enak , tapi juga presentasi nya menarik dan sempurna . kualitas seperti makanan di hotel-hotel , tapi dengan harga yang masih masuk akal . kami menyukai tempat duduk-duduk di dekat balkon tetapi harus dijaga agar jangan ada orang merokok di area tersebut . sebab bau asap rokok bisa mengganggu . lanjutan",1
16603,aduhh budak baru kerja ni asal macam hyperactive sgt ke aku tak boleh masuk dengan orang n9 ckp pokek bona haa biaso sudah laa ,-1
3773,"terletak di dago pakar . menyajikan pelbagai makanan dari main course hingga makanan penutup . yang menarik dari tempat ini adalah karena anda bisa melihat pemandangan hota bandung dari atas terutama dari luar ruangan dining area . sayang nya ketika hujan deras , anda wajib pindah ke area indoor karena tampias air hujan .",1
7984,warung upnormal ini kata nya nasi goreng kambing nya enak banget dan murah meriah . kami baru baru coba nya sekarang . yang kami pesan hanya nasi goreng kambing saja . wow keren memang enak rasanya . terasa sekali bumbu nya dan tidak amis . harga relatif murah lho .,1
17045,jangan kau ungkit jangan tinggalkan aku jfclosedday,-1
1695,"malam minggu , tidak aneh memang bakso boedajangan ini penuh . saya pesan bakso super kerju dengan harga 19.500 rupiah , keju nya lumer rasanya juga wuenak tidak bikin enek kuah nya sedap . sayang saya harus menunggu cukup lama hanya untuk memesan , karena sang waitress juga bingung melayani cutomer yang belum dapat duduk . saran saya jumlah pelayan ditambah dan perbesar tempat nya .",1
16026,yaallah aku rindu bisa berhadapan dengan mbunmbunan mba rosa tiap hari ,-1
4913,"makanan court dengan banyak penyewa , banyak pilihan . cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan - minum sesuai selera masing-masing . parkir sangat luas .",1
5456,"menimkati indomie dengan level yang berbeda menu favorit saya : indomie upnormal : indomie kuah keju yang gurih dengan daging asap dan telur dadar latte : rasa hazelnut dan green tea harga nya masih masuk akal , makan minum = di bawah harga starback : tersedia wifi dan promo payment menggunakan triliun - cash",1
868,kafe yang cocok buat muda mudi yang sedang menjalani masa pendekatan ataupun sudah pacaran tempat nyaman dan enak makanan dan minuman nya pun tidak terlalu bikin kantong bolong cocok banget untuk tempat nongkrong bareng teman ataupun sodara . ingin elegant tidak perlu mahal .,1
122,paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,1
3241,"siapa yang tidak kenal batagor ini ? batagor yang melegenda namun menurut saya rasa yang ditawarkan tidak sewah viral orang-orang , dan harga yang sangat tinggi",1
2741,"ketika punya rencana merayakan ulang tahun dan rapat keluarga , saya mencoba memilih beberapa lokasi restoran yang strategis . kemudian terfikir untuk mencoba di ph bubat , setelah kontak dan dilayani dengan ramah , ternyata ph bubat menerima untuk grup keluarga sebanyak 30 orang . ketika kami datang ke lokasi ph bubat , ternyata kami sudah disiapkan tempat yang sangat privat tetapi tidak mengganggu pelanggan yang lain . mantap sekali .",1
22927,biar aja aku memang suka ngeramein kamu beb ,1
1585,"batagor atau kepanjangan nya bakso tahu goreng serta cuankie yaitu bakso dengan ditambahkan siomay dan tahu dengan kuah panas serat bumbu penyedap yang khas membuat kedua makanan ini paling dicari jika anda berkunjung ke indonesia tentunya , banyak sekali pedagang kaki lima bahkan restoran mewah pun mampu menyajikan makanan ini dengan rasa yang lezat dan enak .",1
1180,"porsi yang sangat banyak dan harga murah , tersedia 3 pilihan porsi : 1 porsi , 1 / 2 porsi , 1 / 4 porsi . pelayanan sangat ramah",1
7425,kami direkomemdasikan oleh teman untuk makan di sini . tempat nya mudah dicari . kami memesan lomie . disajikan di mangkok yang lumayan besar dengan porsi yang penuh dan banyak . saya suka sekali dengan tekstur mi dan pangsit rebus yang lembut dengan rasa kuah yang sederhana . benar-benar lezat . tempat ini sudah buka dari pagi .,1
21898,ah kamu pakai kasih kejutan jadi makin sayang ala dalang pelo ,1
7068,bosan melihat film horor indonesia yang tidak maju maju,-1
10159,"buahahaaa . kemarin kata nya lembaga pemerintah semakin tidak adilan , krisis demokrasi , kok sekarang disanjung",-1
2129,kafe ilalang ini model nya kafe taman begitu . makanan sih standar . dengan harga yang tidak begitu mahal . dan tempat nya agak susah dicari . di daerah sukajadi . hanya waktu itu ke sana sepertinya sudah tidak beroperasi lagi .,1
20090,iya tapi kamu enak,1
6409,"tempat nya bagus dan romantis . tapi karena saya makan bersama keluarga dan anak-anak jadi was-was karena kami duduk di lokasi yang paling atas dan harus banyak menaiki anak tangga . makanan khas sunda , cukup enak tapi harga nya mahal .",1
19082,part ni paling aku nak highlight kan maka kita sebagai saudara se islam jangan terlalu memaki menghina dan mencerca alh ,1
16292,di stasiun gang sentiyong aku menunggumu kereta dengan angin yang sepoy sepoy menjadikan ku tertidur disini,-1
2595,"tempat nya asri dan nyaman , tetapi makanan dan harga nya terlalu mahal . ada sampan untuk keliling danau buatan . cocok untuk makan bersama keluarga",1
15554,haruskah unfollow semua olshop yg seliweran di ig ini jangan menggoda ku aku gatahan kalau di godaeriusan ,-1
15194,aku bukan anak orang senang pakai ala kadar je rupa pon takde apatah lagi harta bukan rendah diri tapi sedar diri ,-1
3768,"setelah seharian berwisata dengan keluarga , sopir wisata kita usulkan acara malam kita untuk makan malam sajian sunda di kedai belacan . sebagai pecinta masakan sunda , kami senang dengan gurame goreng terbang yang gurih serta sop buntut yang hangat , sambil diiringi dengan lantunan musik oleh performers anak muda yang lively dan sangat ramah . sajian yang enak , suasana yang nyaman , dan memuaskan .",1
5015,"kampung daun , lokasi nya tidak berjauhan dengan the peak , hanya konsep nya sangat berbeda , kampung daun menyediakan pondok-pondok bagi tamu / pengunjung yang akan menikmati sajian di lingkungan yang sangat asri di sepanjang area kepemilikan resto kampung daun , di sini menyediakan makanan / masakan jenis sundanis !",-1
